frame_id,timestamp_ms,x_cam,y_cam,z_cam,x_world,y_world,z_world,conf,detected
295,9843,-1.7551,-0.0840,10.1488,9.8172,1.7543,-1.1938,0.764,1
296,9876,-1.7553,-0.0840,10.1501,9.8201,1.7350,-1.1945,0.765,1
297,9909,-1.7038,-0.0840,10.1524,9.8234,1.7041,-1.1953,0.767,1
298,9943,-1.6635,-0.0840,10.1550,9.8270,1.6691,-1.1962,0.766,1
299,9976,-1.6269,-0.0840,10.1578,9.8306,1.6328,-1.1972,0.768,1
300,10010,-1.5830,-0.0840,10.1609,9.8343,1.5925,-1.1982,0.764,1
301,10043,-1.5834,-0.0840,10.1632,9.8376,1.5687,-1.1990,0.765,1
302,10076,-1.5462,-0.0801,10.1372,9.8282,1.5408,-1.1983,0.762,1
303,10110,-1.4662,-0.0799,10.1194,9.8135,1.4909,-1.1957,0.768,1
304,10143,-1.4278,-0.0798,10.1068,9.7977,1.4430,-1.1924,0.768,1
305,10176,-1.3826,-0.0797,10.0983,9.7835,1.3945,-1.1892,0.765,1
306,10210,-1.3818,-0.0796,10.0919,9.7717,1.3654,-1.1864,0.766,1
307,10243,-1.3301,-0.0796,10.0880,9.7631,1.3284,-1.1842,0.766,1
308,10276,-1.2897,-0.0795,10.0859,9.7575,1.2901,-1.1828,0.765,1
309,10310,-1.2495,-0.0795,10.0850,9.7546,1.2509,-1.1820,0.762,1
310,10343,-1.1550,-0.0794,10.0859,9.7542,1.1875,-1.1818,0.768,1
311,10377,-1.1551,-0.0794,10.0865,9.7553,1.1478,-1.1820,0.770,1
312,10410,-1.0681,-0.0650,10.0884,9.7560,1.0884,-1.1887,0.768,1
313,10443,-1.0066,-0.0650,10.0907,9.7581,1.0257,-1.1938,0.771,1
314,10477,-0.9597,-0.0650,10.0931,9.7609,0.9676,-1.1976,0.772,1
315,10510,-0.9092,-0.0650,10.0956,9.7642,0.9118,-1.2003,0.770,1
316,10543,-0.9093,-0.0650,10.0974,9.7673,0.8801,-1.2020,0.772,1
317,10577,-0.8696,-0.0650,10.0993,9.7701,0.8484,-1.2030,0.768,1
318,10610,-0.8082,-0.0650,10.1014,9.7729,0.8063,-1.2036,0.771,1
319,10643,-0.7520,-0.0612,10.0756,9.7632,0.7583,-1.2023,0.772,1
320,10677,-0.6966,-0.0610,10.0568,9.7480,0.7062,-1.1991,0.773,1
321,10710,-0.6956,-0.0610,10.0429,9.7313,0.6754,-1.1951,0.774,1
322,10744,-0.6447,-0.0609,10.0329,9.7159,0.6382,-1.1912,0.774,1
323,10777,-0.5868,-0.0608,10.0259,9.7032,0.5928,-1.1879,0.775,1
324,10810,-0.5436,-0.0608,10.0210,9.6936,0.5475,-1.1852,0.777,1
325,10844,-0.4861,-0.0608,10.0177,9.6870,0.4965,-1.1833,0.776,1
326,10877,-0.4860,-0.0607,10.0153,9.6829,0.4665,-1.1821,0.778,1
327,10910,-0.4358,-0.0607,10.0137,9.6808,0.4300,-1.1814,0.775,1
328,10944,-0.3893,-0.0607,10.0129,9.6801,0.3899,-1.1811,0.777,1
329,10977,-0.3357,-0.0607,10.0125,9.6805,0.3437,-1.1811,0.776,1
330,11011,-0.2813,-0.0570,9.9850,9.6694,0.2930,-1.1798,0.775,1
331,11044,-0.2808,-0.0569,9.9645,9.6532,0.2629,-1.1767,0.777,1
332,11077,-0.2235,-0.0568,9.9494,9.6360,0.2231,-1.1730,0.777,1
333,11111,-0.1666,-0.0567,9.9382,9.6203,0.1757,-1.1693,0.779,1
334,11144,-0.1204,-0.0566,9.9299,9.6073,0.1277,-1.1661,0.779,1
335,11177,-0.0708,-0.0566,9.9238,9.5972,0.0781,-1.1635,0.782,1
336,11211,-0.0707,-0.0566,9.9192,9.5901,0.0495,-1.1616,0.783,1
337,11244,-0.0212,-0.0566,9.9158,9.5853,0.0143,-1.1603,0.780,1
338,11277,0.0212,-0.0529,9.8864,9.5705,-0.0232,-1.1579,0.780,1
339,11311,0.0844,-0.0528,9.8643,9.5519,-0.0719,-1.1541,0.780,1
340,11344,0.1405,-0.0527,9.8478,9.5332,-0.1255,-1.1499,0.782,1
341,11378,0.1403,-0.0526,9.8354,9.5166,-0.1570,-1.1459,0.784,1
342,11411,0.1892,-0.0526,9.8260,9.5030,-0.1941,-1.1425,0.781,1
343,11444,0.2381,-0.0525,9.8188,9.4926,-0.2359,-1.1398,0.782,1
344,11478,0.2793,-0.0489,9.7870,9.4733,-0.2777,-1.1362,0.783,1
345,11511,0.3273,-0.0487,9.7630,9.4513,-0.3225,-1.1315,0.781,1
346,11544,0.3267,-0.0487,9.7450,9.4304,-0.3475,-1.1267,0.782,1
347,11578,0.3923,-0.0486,9.7313,9.4122,-0.3881,-1.1222,0.777,1
348,11611,0.4370,-0.0486,9.7207,9.3977,-0.4311,-1.1185,0.776,1
349,11644,0.4644,-0.0485,9.7126,9.3867,-0.4678,-1.1156,0.779,1
350,11678,0.4988,-0.0485,9.7063,9.3789,-0.5030,-1.1134,0.778,1
351,11711,0.4985,-0.0485,9.7016,9.3737,-0.5218,-1.1120,0.779,1
352,11745,0.5573,-0.0485,9.6976,9.3704,-0.5555,-1.1110,0.780,1
353,11778,0.5902,-0.0449,9.6686,9.3567,-0.5891,-1.1089,0.781,1
354,11811,0.6199,-0.0448,9.6467,9.3389,-0.6211,-1.1052,0.782,1
355,11845,0.6602,-0.0447,9.6299,9.3205,-0.6567,-1.1011,0.782,1
356,11878,0.6593,-0.0446,9.6173,9.3041,-0.6762,-1.0971,0.783,1
357,11911,0.6931,-0.0446,9.6076,9.2904,-0.7000,-1.0937,0.780,1
358,11945,0.7303,-0.0446,9.5999,9.2798,-0.7290,-1.0909,0.779,1
359,11978,0.7677,-0.0446,9.5938,9.2719,-0.7619,-1.0887,0.780,1
360,12012,0.8064,-0.0410,9.5634,9.2547,-0.7983,-1.0857,0.777,1
361,12045,0.8045,-0.0409,9.5408,9.2345,-0.8183,-1.0814,0.778,1
362,12078,0.8338,-0.0409,9.5236,9.2148,-0.8407,-1.0769,0.779,1
363,12112,0.8566,-0.0408,9.5104,9.1976,-0.8623,-1.0727,0.782,1
364,12145,0.8693,-0.0408,9.5003,9.1837,-0.8792,-1.0691,0.783,1
365,12178,0.9061,-0.0407,9.4923,9.1731,-0.9038,-1.0663,0.779,1
366,12212,0.9055,-0.0407,9.4863,9.1655,-0.9172,-1.0642,0.780,1
367,12245,0.9357,-0.0407,9.4813,9.1603,-0.9367,-1.0628,0.780,1
368,12278,0.9601,-0.0372,9.4526,9.1455,-0.9584,-1.0603,0.781,1
369,12312,0.9783,-0.0371,9.4309,9.1271,-0.9786,-1.0565,0.783,1
370,12345,0.9969,-0.0371,9.4143,9.1087,-0.9981,-1.0523,0.781,1
371,12379,0.9956,-0.0370,9.4020,9.0926,-1.0078,-1.0484,0.782,1
372,12412,1.0148,-0.0370,9.3924,9.0794,-1.0203,-1.0450,0.785,1
373,12445,1.0343,-0.0370,9.3850,9.0693,-1.0352,-1.0424,0.783,1
374,12479,1.0539,-0.0369,9.3791,9.0620,-1.0522,-1.0404,0.782,1
375,12512,1.0743,-0.0335,9.3501,9.0457,-1.0710,-1.0376,0.784,1
376,12545,1.0718,-0.0334,9.3285,9.0265,-1.0804,-1.0335,0.784,1
377,12579,1.1001,-0.0334,9.3119,9.0077,-1.0974,-1.0292,0.779,1
378,12612,1.1121,-0.0333,9.2992,8.9914,-1.1124,-1.0252,0.781,1
379,12645,1.1243,-0.0333,9.2895,8.9782,-1.1261,-1.0218,0.781,1
380,12679,1.1406,-0.0299,9.2582,8.9572,-1.1407,-1.0178,0.779,1
381,12712,1.1311,-0.0298,9.2350,8.9345,-1.1440,-1.0128,0.781,1
382,12746,1.1489,-0.0297,9.2173,8.9136,-1.1523,-1.0079,0.781,1
383,12779,1.1539,-0.0297,9.2040,8.8960,-1.1586,-1.0035,0.783,1
384,12812,1.1559,-0.0297,9.1939,8.8824,-1.1622,-1.0000,0.784,1
385,12846,1.1649,-0.0297,9.1863,8.8726,-1.1675,-0.9973,0.784,1
386,12879,1.1642,-0.0296,9.1805,8.8659,-1.1696,-0.9954,0.784,1
387,12912,1.1640,-0.0263,9.1530,8.8508,-1.1698,-0.9929,0.782,1
388,12946,1.1647,-0.0262,9.1324,8.8330,-1.1695,-0.9892,0.783,1
389,12979,1.1628,-0.0262,9.1170,8.8159,-1.1677,-0.9852,0.783,1
390,13013,1.1617,-0.0228,9.0826,8.7903,-1.1655,-0.9803,0.783,1
391,13046,1.1584,-0.0228,9.0570,8.7635,-1.1622,-0.9744,0.784,1
392,13079,1.1560,-0.0227,9.0379,8.7393,-1.1588,-0.9687,0.784,1
393,13113,1.1541,-0.0227,9.0236,8.7195,-1.1557,-0.9637,0.783,1
394,13146,1.1463,-0.0226,9.0130,8.7047,-1.1501,-0.9598,0.785,1
395,13179,1.1360,-0.0193,8.9829,8.6837,-1.1417,-0.9557,0.783,1
396,13213,1.1331,-0.0193,8.9605,8.6621,-1.1351,-0.9509,0.783,1
397,13246,1.1213,-0.0193,8.9439,8.6429,-1.1257,-0.9463,0.784,1
398,13279,1.1101,-0.0192,8.9317,8.6274,-1.1148,-0.9424,0.784,1
399,13313,1.0993,-0.0192,8.9227,8.6159,-1.1033,-0.9394,0.783,1
400,13346,1.0926,-0.0160,8.8942,8.5974,-1.0935,-0.9360,0.785,1
401,13380,1.0900,-0.0159,8.8729,8.5776,-1.0870,-0.9317,0.785,1
402,13413,1.0472,-0.0127,8.8361,8.5493,-1.0634,-0.9263,0.782,1
403,13446,1.0313,-0.0126,8.8089,8.5204,-1.0410,-0.9198,0.780,1
404,13480,1.0131,-0.0126,8.7889,8.4948,-1.0192,-0.9137,0.776,1
405,13513,0.9892,-0.0126,8.7743,8.4745,-0.9955,-0.9086,0.776,1
406,13546,0.9880,-0.0126,8.7634,8.4595,-0.9818,-0.9046,0.776,1
407,13580,0.9722,-0.0094,8.7343,8.4391,-0.9680,-0.9006,0.774,1
408,13613,0.9509,-0.0094,8.7130,8.4186,-0.9512,-0.8960,0.772,1
409,13646,0.9251,-0.0062,8.6766,8.3905,-0.9299,-0.8905,0.769,1
410,13680,0.9067,-0.0062,8.6497,8.3622,-0.9093,-0.8842,0.768,1
411,13713,0.9046,-0.0062,8.6297,8.3374,-0.8974,-0.8782,0.768,1
412,13747,0.8814,0.0061,8.6150,8.3163,-0.8810,-0.8791,0.766,1
413,13780,0.8555,0.0061,8.6044,8.3010,-0.8600,-0.8792,0.762,1
414,13813,0.8300,0.0061,8.5968,8.2911,-0.8361,-0.8788,0.761,1
415,13847,0.7845,0.0092,8.5714,8.2753,-0.8005,-0.8772,0.760,1
416,13880,0.7827,0.0091,8.5525,8.2586,-0.7791,-0.8740,0.761,1
417,13913,0.7539,0.0091,8.5387,8.2436,-0.7546,-0.8703,0.761,1
418,13947,0.7254,0.0091,8.5287,8.2315,-0.7280,-0.8669,0.758,1
419,13980,0.6987,0.0121,8.5016,8.2127,-0.7010,-0.8631,0.756,1
420,14014,0.6788,0.0121,8.4816,8.1930,-0.6771,-0.8584,0.753,1
421,14047,0.6776,0.0121,8.4667,8.1754,-0.6648,-0.8539,0.753,1
422,14080,0.6222,0.0121,8.4561,8.1614,-0.6331,-0.8501,0.750,1
423,14114,0.5612,0.0121,8.4488,8.1514,-0.5850,-0.8473,0.748,1
424,14147,0.5234,0.0150,8.4241,8.1351,-0.5381,-0.8443,0.749,1
425,14180,0.4730,0.0060,8.3867,8.1097,-0.4870,-0.8336,0.749,1
426,14214,0.4715,0.0060,8.3588,8.0818,-0.4586,-0.8235,0.749,1
427,14247,0.4107,0.0059,8.3385,8.0566,-0.4160,-0.8151,0.748,1
428,14280,0.3734,0.0089,8.3046,8.0265,-0.3752,-0.8077,0.749,1
429,14314,0.3368,0.0089,8.2796,7.9982,-0.3362,-0.8009,0.749,1
430,14347,0.2830,0.0088,8.2612,7.9748,-0.2898,-0.7952,0.749,1
431,14381,0.2825,0.0088,8.2474,7.9569,-0.2655,-0.7908,0.749,1
432,14414,0.2170,0.0117,8.2188,7.9349,-0.2232,-0.7867,0.748,1
433,14447,0.1696,0.0117,8.1977,7.9139,-0.1772,-0.7822,0.749,1
434,14481,0.1284,0.0117,8.1820,7.8961,-0.1324,-0.7780,0.749,1
435,14514,0.0729,0.0117,8.1704,7.8824,-0.0814,-0.7746,0.748,1
436,14547,0.0728,0.0116,8.1617,7.8725,-0.0549,-0.7720,0.749,1
437,14581,0.0175,0.0116,8.1552,7.8658,-0.0168,-0.7701,0.749,1
438,14614,-0.0291,0.0116,8.1503,7.8616,0.0255,-0.7689,0.749,1
439,14647,-0.0639,0.0116,8.1467,7.8592,0.0646,-0.7681,0.749,1
440,14681,-0.1391,0.0145,8.1256,7.8484,0.1221,-0.7666,0.748,1
441,14714,-0.1389,0.0145,8.1099,7.8347,0.1529,-0.7639,0.749,1
442,14748,-0.2080,0.0144,8.0980,7.8213,0.2010,-0.7608,0.748,1
443,14781,-0.2597,0.0144,8.0888,7.8098,0.2521,-0.7579,0.749,1
444,14814,-0.3028,0.0144,8.0818,7.8006,0.3005,-0.7555,0.749,1
445,14848,-0.3718,0.0144,8.0761,7.7937,0.3598,-0.7536,0.748,1
446,14881,-0.3687,0.0144,8.0718,7.7888,0.3892,-0.7522,0.749,1
447,14914,-0.4637,0.0144,8.0680,7.7853,0.4487,-0.7511,0.748,1
448,14948,-0.5068,0.0144,8.0647,7.7826,0.5024,-0.7503,0.749,1
449,14981,-0.5586,0.0144,8.0618,7.7805,0.5559,-0.7497,0.751,1
450,15015,-0.6104,0.0144,8.0591,7.7787,0.6089,-0.7492,0.755,1
451,15048,-0.6102,0.0144,8.0570,7.7771,0.6349,-0.7487,0.756,1
452,15081,-0.7038,0.0172,8.0366,7.7661,0.6913,-0.7473,0.751,1
453,15115,-0.7415,0.0143,8.0386,7.7608,0.7403,-0.7453,0.758,1
454,15148,-0.7930,0.0200,8.0040,7.7403,0.7908,-0.7424,0.758,1
455,15181,-0.8640,0.0171,7.9947,7.7236,0.8522,-0.7381,0.763,1
456,15215,-0.8632,0.0171,7.9877,7.7111,0.8837,-0.7346,0.764,1
457,15248,-0.9201,0.0171,7.9816,7.7019,0.9247,-0.7320,0.768,1
458,15281,-1.0029,0.0171,7.9757,7.6951,0.9864,-0.7300,0.763,1
459,15315,-1.0518,0.0199,7.9528,7.6808,1.0444,-0.7275,0.770,1
460,15348,-1.1217,0.0113,7.9169,7.6565,1.1097,-0.7172,0.772,1
461,15382,-1.1179,0.0113,7.8902,7.6292,1.1417,-0.7074,0.773,1
462,15415,-1.1806,0.0112,7.8689,7.6036,1.1853,-0.6990,0.773,1
463,15448,-1.2408,0.0112,7.8517,7.5816,1.2366,-0.6924,0.775,1
464,15482,-1.3300,0.0112,7.8367,7.5634,1.3081,-0.6873,0.769,1
465,15515,-1.3851,0.0112,7.8241,7.5489,1.3750,-0.6834,0.773,1
466,15548,-1.3834,0.0112,7.8147,7.5382,1.4084,-0.6807,0.774,1
467,15582,-1.4477,0.0112,7.8060,7.5299,1.4533,-0.6787,0.777,1
468,15615,-1.5264,0.0111,7.7974,7.5229,1.5146,-0.6770,0.774,1
469,15648,-1.6080,0.0111,7.7886,7.5161,1.5884,-0.6753,0.773,1
470,15682,-1.6696,0.0111,7.7801,7.5094,1.6594,-0.6736,0.777,1
471,15715,-1.6683,0.0111,7.7738,7.5034,1.6949,-0.6720,0.778,1
472,15749,-1.7561,0.0111,7.7663,7.4973,1.7527,-0.6704,0.771,1
473,15782,-1.8094,0.0111,7.7589,7.4909,1.8088,-0.6687,0.773,1
474,15815,-1.8772,0.0111,7.7511,7.4840,1.8710,-0.6669,0.772,1
475,15849,-1.9767,0.0111,7.7418,7.4761,1.9534,-0.6647,0.768,1
476,15882,-1.9749,0.0111,7.7347,7.4686,1.9967,-0.6627,0.771,1
477,15915,-2.0531,0.0083,7.7435,7.4696,2.0541,-0.6615,0.768,1
478,15949,-2.1276,0.0083,7.7474,7.4734,2.1201,-0.6615,0.766,1
479,15982,-2.1821,0.0111,7.7312,7.4682,2.1815,-0.6611,0.768,1
480,16016,-2.2253,0.0111,7.7173,7.4582,2.2336,-0.6591,0.767,1
481,16049,-2.2223,0.0111,7.7068,7.4470,2.2560,-0.6565,0.768,1
482,16082,-2.2638,0.0110,7.6972,7.4358,2.2823,-0.6538,0.770,1
483,16116,-2.3514,0.0082,7.7032,7.4330,2.3369,-0.6517,0.762,1
484,16149,-2.4116,0.0082,7.7052,7.4336,2.3969,-0.6510,0.763,1
485,16182,-2.4415,0.0082,7.7053,7.4352,2.4440,-0.6508,0.763,1
486,16216,-2.4415,0.0082,7.7055,7.4370,2.4665,-0.6510,0.764,1
487,16249,-2.5036,0.0082,7.7028,7.4372,2.5049,-0.6510,0.764,1
488,16282,-2.5474,0.0082,7.6988,7.4355,2.5459,-0.6505,0.762,1
489,16316,-2.5850,0.0082,7.6940,7.4321,2.5854,-0.6497,0.762,1
490,16349,-2.6224,0.0082,7.6886,7.4273,2.6237,-0.6485,0.761,1
491,16383,-2.6210,0.0082,7.6845,7.4225,2.6414,-0.6472,0.761,1
492,16416,-2.6438,0.0082,7.6803,7.4177,2.6582,-0.6460,0.760,1
493,16449,-2.6635,0.0082,7.6762,7.4132,2.6740,-0.6448,0.755,1
494,16483,-2.7162,0.0082,7.6705,7.4080,2.7069,-0.6434,0.758,1
495,16516,-2.7415,0.0082,7.6649,7.4025,2.7375,-0.6420,0.759,1
496,16549,-2.7400,0.0082,7.6607,7.3976,2.7523,-0.6407,0.759,1
497,16583,-2.7479,0.0082,7.6571,7.3935,2.7614,-0.6395,0.756,1
498,16616,-2.7619,0.0082,7.6537,7.3898,2.7707,-0.6386,0.754,1
499,16649,-2.7819,0.0082,7.6500,7.3864,2.7839,-0.6377,0.755,1
500,16683,-2.7869,0.0082,7.6470,7.3834,2.7926,-0.6368,0.754,1
501,16716,-2.7861,0.0082,7.6448,7.3810,2.7954,-0.6362,0.754,1
502,16750,-2.7974,0.0082,7.6425,7.3789,2.8009,-0.6356,0.754,1
503,16783,-2.8058,0.0082,7.6403,7.3770,2.8073,-0.6351,0.755,1
504,16816,-2.8082,0.0082,7.6385,7.3753,2.8114,-0.6346,0.756,1
505,16850,-2.8107,0.0082,7.6370,7.3739,2.8141,-0.6343,0.754,1
506,16883,-2.8103,0.0082,7.6359,7.3728,2.8146,-0.6340,0.755,1
507,16916,-2.8099,0.0082,7.6350,7.3720,2.8139,-0.6338,0.755,1
508,16950,-2.8097,0.0082,7.6344,7.3714,2.8128,-0.6336,0.755,1
509,16983,-2.7946,0.0082,7.6347,7.3714,2.8039,-0.6336,0.753,1
510,17017,-2.7947,0.0082,7.6349,7.3717,2.7980,-0.6337,0.753,1
511,17050,-2.7947,0.0082,7.6351,7.3721,2.7946,-0.6338,0.753,1
512,17083,-2.7858,0.0082,7.6357,7.3727,2.7884,-0.6339,0.753,1
513,17117,-2.7859,0.0082,7.6361,7.3733,2.7850,-0.6341,0.754,1
514,17150,-2.7801,0.0082,7.6367,7.3740,2.7805,-0.6343,0.754,1
515,17183,-2.7683,0.0082,7.6378,7.3749,2.7722,-0.6346,0.756,1
516,17217,-2.7686,0.0082,7.6386,7.3759,2.7676,-0.6348,0.756,1
517,17250,-2.7479,0.0082,7.6402,7.3772,2.7549,-0.6352,0.755,1
518,17283,-2.7453,0.0054,7.6586,7.3874,2.7462,-0.6364,0.757,1
519,17317,-2.7323,0.0054,7.6733,7.4012,2.7351,-0.6391,0.758,1
520,17350,-2.7123,0.0054,7.6855,7.4156,2.7190,-0.6425,0.758,1
521,17384,-2.7155,0.0054,7.6947,7.4283,2.7116,-0.6456,0.758,1
522,17417,-2.6820,0.0054,7.7033,7.4393,2.6915,-0.6485,0.756,1
523,17450,-2.6693,0.0054,7.7106,7.4482,2.6735,-0.6510,0.758,1
524,17484,-2.6500,0.0026,7.7342,7.4644,2.6542,-0.6539,0.758,1
525,17517,-2.6321,0.0026,7.7532,7.4826,2.6348,-0.6579,0.759,1
526,17550,-2.6370,0.0026,7.7674,7.4995,2.6274,-0.6619,0.759,1
527,17584,-2.6106,0.0026,7.7796,7.5143,2.6119,-0.6657,0.760,1
528,17617,-2.5716,0.0026,7.7906,7.5268,2.5841,-0.6691,0.757,1
529,17650,-2.5388,0.0055,7.7832,7.5284,2.5516,-0.6711,0.761,1
530,17684,-2.4951,0.0055,7.7794,7.5253,2.5111,-0.6713,0.760,1
531,17717,-2.4942,0.0055,7.7766,7.5202,2.4882,-0.6706,0.761,1
532,17751,-2.4697,0.0055,7.7756,7.5155,2.4655,-0.6697,0.761,1
533,17784,-2.4041,0.0055,7.7777,7.5132,2.4215,-0.6692,0.762,1
534,17817,-2.3749,0.0055,7.7805,7.5131,2.3821,-0.6692,0.763,1
535,17851,-2.3282,0.0055,7.7846,7.5152,2.3377,-0.6697,0.760,1
536,17884,-2.3292,0.0055,7.7877,7.5183,2.3149,-0.6704,0.761,1
537,17917,-2.2826,0.0055,7.7919,7.5223,2.2824,-0.6714,0.765,1
538,17951,-2.2481,0.0055,7.7966,7.5271,2.2489,-0.6726,0.765,1
539,17984,-2.2078,0.0055,7.8017,7.5323,2.2118,-0.6740,0.763,1
540,18018,-2.1707,0.0055,7.8070,7.5379,2.1740,-0.6755,0.763,1
541,18051,-2.1718,0.0055,7.8110,7.5429,2.1556,-0.6768,0.764,1
542,18084,-2.1373,0.0055,7.8154,7.5476,2.1318,-0.6781,0.761,1
543,18118,-2.0825,0.0055,7.8207,7.5525,2.0930,-0.6794,0.765,1
544,18151,-2.0249,0.0055,7.8269,7.5580,2.0427,-0.6809,0.767,1
545,18184,-1.9940,0.0055,7.8327,7.5637,1.9993,-0.6824,0.764,1
546,18218,-1.9951,0.0055,7.8370,7.5688,1.9778,-0.6838,0.765,1
547,18251,-1.9622,0.0027,7.8589,7.5824,1.9534,-0.6859,0.762,1
548,18284,-1.8989,0.0027,7.8776,7.5997,1.9106,-0.6896,0.766,1
549,18318,-1.8612,0.0027,7.8931,7.6173,1.8684,-0.6938,0.766,1
550,18351,-1.7908,0.0027,7.9071,7.6339,1.8104,-0.6980,0.769,1
551,18385,-1.7932,0.0027,7.9176,7.6477,1.7801,-0.7016,0.771,1
552,18418,-1.7306,0.0027,7.9275,7.6592,1.7354,-0.7048,0.776,1
553,18451,-1.6913,0.0028,7.9362,7.6687,1.6927,-0.7074,0.773,1
554,18485,-1.6401,0.0028,7.9442,7.6766,1.6453,-0.7096,0.773,1
555,18518,-1.5858,0.0028,7.9519,7.6836,1.5935,-0.7116,0.773,1
556,18551,-1.5870,0.0028,7.9576,7.6893,1.5676,-0.7132,0.774,1
557,18585,-1.5358,-0.0001,7.9810,7.7034,1.5321,-0.7155,0.775,1
558,18618,-1.4807,-0.0001,8.0002,7.7208,1.4871,-0.7192,0.776,1
559,18651,-1.4541,-0.0001,8.0155,7.7380,1.4505,-0.7232,0.773,1
560,18685,-1.3509,-0.0001,8.0295,7.7541,1.3803,-0.7273,0.778,1
561,18718,-1.3526,-0.0001,8.0400,7.7675,1.3419,-0.7308,0.781,1
562,18752,-1.2896,-0.0001,8.0494,7.7784,1.2927,-0.7338,0.779,1
563,18785,-1.2352,-0.0001,8.0577,7.7872,1.2403,-0.7362,0.780,1
564,18818,-1.1777,-0.0001,8.0651,7.7945,1.1844,-0.7383,0.779,1
565,18852,-1.1406,-0.0000,8.0715,7.8005,1.1370,-0.7400,0.778,1
566,18885,-1.1412,-0.0000,8.0763,7.8051,1.1148,-0.7413,0.779,1
567,18918,-1.0799,-0.0029,8.0991,7.8183,1.0772,-0.7433,0.779,1
568,18952,-1.0236,-0.0029,8.1174,7.8348,1.0305,-0.7467,0.779,1
569,18985,-0.9726,-0.0029,8.1321,7.8512,0.9804,-0.7506,0.778,1
570,19019,-0.9291,0.0058,8.1623,7.8737,0.9323,-0.7610,0.776,1
571,19052,-0.9317,0.0058,8.1850,7.8975,0.9094,-0.7703,0.776,1
572,19085,-0.8835,0.0058,8.2029,7.9192,0.8774,-0.7779,0.773,1
573,19119,-0.8111,0.0059,8.2175,7.9375,0.8261,-0.7837,0.777,1
574,19152,-0.7531,0.0059,8.2292,7.9520,0.7688,-0.7879,0.777,1
575,19185,-0.7112,0.0029,8.2573,7.9724,0.7167,-0.7918,0.773,1
576,19219,-0.7130,0.0029,8.2785,7.9934,0.6908,-0.7962,0.773,1
577,19252,-0.6639,0.0029,8.2950,8.0122,0.6569,-0.8005,0.774,1
578,19285,-0.6113,0.0030,8.3081,8.0278,0.6148,-0.8041,0.773,1
579,19319,-0.5704,0.0030,8.3183,8.0399,0.5727,-0.8071,0.770,1
580,19352,-0.5005,-0.0000,8.3457,8.0586,0.5164,-0.8105,0.768,1
581,19386,-0.5018,-0.0000,8.3664,8.0784,0.4862,-0.8148,0.769,1
582,19419,-0.4608,-0.0000,8.3823,8.0965,0.4531,-0.8191,0.767,1
583,19452,-0.4134,-0.0000,8.3946,8.1115,0.4142,-0.8229,0.764,1
584,19486,-0.3509,-0.0000,8.4043,8.1232,0.3634,-0.8260,0.762,1
585,19519,-0.3001,-0.0000,8.4118,8.1318,0.3106,-0.8284,0.760,1
586,19552,-0.3003,-0.0000,8.4175,8.1378,0.2824,-0.8302,0.761,1
587,19586,-0.2469,-0.0030,8.4415,8.1516,0.2446,-0.8324,0.759,1
