frame_id,timestamp_ms,x_cam,y_cam,z_cam,x_world,y_world,z_world,conf,detected
588,19619,-0.1961,-0.0030,8.4598,8.1678,0.2008,-0.8358,0.757,1
589,19652,-0.1511,-0.0030,8.4737,8.1833,0.1556,-0.8394,0.756,1
590,19686,-0.0971,-0.0061,8.5040,8.2064,0.1053,-0.8438,0.754,1
591,19719,-0.0973,-0.0061,8.5270,8.2305,0.0786,-0.8492,0.755,1
592,19753,-0.0548,-0.0061,8.5443,8.2522,0.0471,-0.8544,0.755,1
593,19786,0.0000,-0.0061,8.5573,8.2698,0.0054,-0.8589,0.751,1
594,19819,0.0796,-0.0092,8.5873,8.2930,-0.0557,-0.8635,0.748,1
595,19853,0.1136,-0.0092,8.6099,8.3161,-0.1073,-0.8688,0.749,1
596,19886,0.1138,-0.0092,8.6269,8.3364,-0.1348,-0.8737,0.750,1
597,19919,0.1479,-0.0092,8.6396,8.3526,-0.1623,-0.8778,0.751,1
598,19953,0.1979,-0.0124,8.6696,8.3747,-0.1985,-0.8822,0.749,1
599,19986,0.2480,-0.0124,8.6920,8.3970,-0.2413,-0.8872,0.749,1
600,20020,0.2913,-0.0217,8.6880,8.4080,-0.2855,-0.8850,0.749,1
601,20053,0.2912,-0.0217,8.6849,8.4106,-0.3090,-0.8823,0.750,1
602,20086,0.3407,-0.0217,8.6824,8.4083,-0.3424,-0.8798,0.749,1
603,20120,0.3726,-0.0248,8.7011,8.4138,-0.3748,-0.8788,0.750,1
604,20153,0.4292,-0.0249,8.7148,8.4226,-0.4186,-0.8799,0.749,1
605,20186,0.4858,-0.0249,8.7246,8.4320,-0.4702,-0.8819,0.749,1
606,20220,0.4862,-0.0249,8.7321,8.4407,-0.4994,-0.8842,0.749,1
607,20253,0.5209,-0.0250,8.7373,8.4476,-0.5293,-0.8863,0.749,1
608,20286,0.5443,-0.0282,8.7622,8.4630,-0.5548,-0.8891,0.749,1
609,20320,0.5957,-0.0282,8.7804,8.4806,-0.5911,-0.8931,0.749,1
610,20353,0.6281,-0.0283,8.7939,8.4972,-0.6263,-0.8971,0.749,1
611,20387,0.6288,-0.0283,8.8040,8.5112,-0.6452,-0.9007,0.749,1
612,20420,0.6641,-0.0283,8.8112,8.5218,-0.6695,-0.9035,0.749,1
613,20453,0.7072,-0.0316,8.8376,8.5395,-0.7020,-0.9067,0.749,1
614,20487,0.7406,-0.0317,8.8572,8.5585,-0.7357,-0.9108,0.749,1
615,20520,0.7691,-0.0350,8.8933,8.5862,-0.7676,-0.9160,0.749,1
616,20553,0.7715,-0.0351,8.9206,8.6152,-0.7858,-0.9223,0.749,1
617,20587,0.8213,-0.0352,8.9405,8.6411,-0.8168,-0.9284,0.749,1
618,20620,0.8408,-0.0385,8.9775,8.6726,-0.8431,-0.9349,0.749,1
619,20653,0.8661,-0.0387,9.0051,8.7032,-0.8686,-0.9418,0.749,1
620,20687,0.8908,-0.0387,9.0256,8.7294,-0.8933,-0.9481,0.749,1
621,20720,0.8955,-0.0388,9.0410,8.7501,-0.9083,-0.9534,0.749,1
622,20754,0.9194,-0.0389,9.0523,8.7651,-0.9256,-0.9574,0.749,1
623,20787,0.9356,-0.0423,9.0832,8.7860,-0.9416,-0.9615,0.750,1
624,20820,0.9577,-0.0424,9.1062,8.8073,-0.9595,-0.9662,0.750,1
625,20854,0.9751,-0.0458,9.1464,8.8371,-0.9770,-0.9719,0.750,1
626,20887,0.9783,-0.0460,9.1767,8.8680,-0.9875,-0.9787,0.750,1
627,20920,0.9940,-0.0461,9.1994,8.8959,-0.9992,-0.9853,0.752,1
628,20954,1.0116,-0.0496,9.2398,8.9296,-1.0129,-0.9923,0.753,1
629,20987,1.0250,-0.0498,9.2701,8.9624,-1.0263,-0.9998,0.754,1
630,21021,1.0409,-0.0499,9.2928,8.9908,-1.0406,-1.0066,0.757,1
631,21054,1.0428,-0.0500,9.3098,9.0135,-1.0493,-1.0124,0.757,1
632,21087,1.0536,-0.0535,9.3466,9.0415,-1.0581,-1.0181,0.757,1
633,21121,1.0696,-0.0572,9.3984,9.0799,-1.0696,-1.0256,0.758,1
634,21154,1.0809,-0.0574,9.4376,9.1199,-1.0810,-1.0345,0.758,1
635,21187,1.0945,-0.0576,9.4670,9.1561,-1.0933,-1.0430,0.759,1
636,21221,1.0971,-0.0578,9.4892,9.1861,-1.1014,-1.0504,0.759,1
637,21254,1.1053,-0.0614,9.5308,9.2204,-1.1090,-1.0577,0.762,1
638,21287,1.1089,-0.0616,9.5622,9.2532,-1.1144,-1.0653,0.763,1
639,21321,1.1186,-0.0618,9.5858,9.2814,-1.1209,-1.0721,0.764,1
640,21354,1.0763,-0.0652,9.5789,9.2934,-1.1051,-1.0735,0.773,1
641,21388,1.0758,-0.0651,9.5738,9.2945,-1.0924,-1.0727,0.774,1
642,21421,1.0609,-0.0687,9.5954,9.3011,-1.0766,-1.0722,0.779,1
643,21454,1.0592,-0.0688,9.6118,9.3100,-1.0651,-1.0732,0.778,1
644,21488,1.0502,-0.0689,9.6243,9.3193,-1.0540,-1.0749,0.782,1
645,21521,1.0540,-0.0726,9.6593,9.3393,-1.0491,-1.0782,0.782,1
646,21554,1.0604,-0.0728,9.6857,9.3630,-1.0498,-1.0832,0.782,1
647,21588,1.0626,-0.0729,9.7055,9.3862,-1.0526,-1.0887,0.785,1
648,21621,1.0712,-0.0731,9.7204,9.4064,-1.0592,-1.0937,0.788,1
649,21654,1.0683,-0.0768,9.7578,9.4343,-1.0631,-1.0994,0.790,1
650,21688,1.0643,-0.0770,9.7862,9.4634,-1.0642,-1.1059,0.794,1
651,21721,1.0667,-0.0772,9.8075,9.4899,-1.0658,-1.1123,0.795,1
652,21755,1.0684,-0.0773,9.8236,9.5120,-1.0676,-1.1178,0.795,1
653,21788,1.0726,-0.0812,9.8624,9.5409,-1.0706,-1.1237,0.797,1
654,21821,1.0758,-0.0814,9.8917,9.5704,-1.0739,-1.1303,0.796,1
655,21855,1.0776,-0.0854,9.9410,9.6089,-1.0767,-1.1380,0.799,1
656,21888,1.0816,-0.0857,9.9783,9.6482,-1.0802,-1.1468,0.799,1
657,21921,1.0883,-0.0859,10.0064,9.6837,-1.0853,-1.1551,0.797,1
658,21955,1.0725,-0.0861,10.0278,9.7133,-1.0816,-1.1624,0.800,1
659,21988,1.0736,-0.0901,10.0719,9.7484,-1.0790,-1.1698,0.801,1
660,22022,1.0699,-0.0904,10.1053,9.7827,-1.0752,-1.1776,0.803,1
661,22055,1.0726,-0.0906,10.1305,9.8129,-1.0736,-1.1848,0.803,1
662,22088,1.0636,-0.0908,10.1496,9.8376,-1.0687,-1.1909,0.803,1
663,22122,1.0834,-0.0982,10.1637,9.8571,-1.0739,-1.1927,0.801,1
664,22155,1.0772,-0.0983,10.1744,9.8710,-1.0752,-1.1940,0.803,1
665,22188,1.0884,-0.1023,10.2110,9.8925,-1.0810,-1.1966,0.804,1
666,22222,1.0950,-0.1026,10.2385,9.9158,-1.0881,-1.2006,0.804,1
667,22255,1.1010,-0.1028,10.2592,9.9378,-1.0954,-1.2052,0.806,1
668,22288,1.1026,-0.1029,10.2748,9.9567,-1.1010,-1.2096,0.806,1
669,22322,1.1039,-0.1031,10.2865,9.9717,-1.1049,-1.2133,0.805,1
670,22355,1.0974,-0.1031,10.2954,9.9829,-1.1043,-1.2164,0.803,1
671,22389,1.0944,-0.1032,10.3021,9.9908,-1.1018,-1.2187,0.802,1
672,22422,1.0950,-0.1033,10.3072,9.9959,-1.0998,-1.2203,0.800,1
673,22455,1.0991,-0.1033,10.3109,9.9989,-1.0999,-1.2214,0.799,1
674,22489,1.1037,-0.0994,10.2844,9.9876,-1.1018,-1.2204,0.794,1
675,22522,1.1016,-0.0992,10.2647,9.9697,-1.1022,-1.2171,0.791,1
676,22555,1.0963,-0.0990,10.2499,9.9499,-1.1000,-1.2130,0.789,1
677,22589,1.0951,-0.0916,10.2390,9.9305,-1.0979,-1.2118,0.788,1
678,22622,1.0942,-0.0915,10.2307,9.9141,-1.0960,-1.2103,0.788,1
679,22655,1.1009,-0.0915,10.2245,9.9012,-1.0976,-1.2086,0.784,1
680,22689,1.1010,-0.0875,10.1910,9.8792,-1.0989,-1.2055,0.782,1
681,22722,1.1056,-0.0946,10.1660,9.8556,-1.1019,-1.1976,0.778,1
682,22756,1.0999,-0.0944,10.1473,9.8330,-1.1016,-1.1902,0.775,1
683,22789,1.0948,-0.0943,10.1334,9.8135,-1.0990,-1.1840,0.775,1
684,22822,1.0834,-0.0831,10.0950,9.7850,-1.0920,-1.1805,0.769,1
685,22856,1.0839,-0.0828,10.0664,9.7553,-1.0872,-1.1757,0.765,1
686,22889,1.0925,-0.0827,10.0448,9.7282,-1.0879,-1.1706,0.763,1
687,22922,1.0949,-0.0787,10.0010,9.6934,-1.0900,-1.1643,0.763,1
688,22956,1.0913,-0.0785,9.9684,9.6584,-1.0902,-1.1569,0.763,1
689,22989,1.0923,-0.0783,9.9440,9.6274,-1.0908,-1.1498,0.759,1
690,23023,1.1152,-0.0782,9.9254,9.6018,-1.1015,-1.1435,0.755,1
691,23056,1.1107,-0.0743,9.8845,9.5704,-1.1072,-1.1370,0.753,1
692,23089,1.1250,-0.0741,9.8538,9.5392,-1.1171,-1.1298,0.751,1
693,23123,1.1188,-0.0739,9.8309,9.5119,-1.1209,-1.1232,0.752,1
694,23156,1.1244,-0.0701,9.7872,9.4778,-1.1252,-1.1161,0.751,1
695,23189,1.1343,-0.0665,9.7808,9.4551,-1.1319,-1.1129,0.749,1
696,23223,1.1408,-0.0665,9.7759,9.4416,-1.1388,-1.1111,0.750,1
697,23256,1.1197,-0.0628,9.7463,9.4233,-1.1334,-1.1089,0.750,1
698,23289,1.1172,-0.0627,9.7242,9.4045,-1.1275,-1.1056,0.750,1
699,23323,1.1153,-0.0626,9.7077,9.3876,-1.1221,-1.1019,0.751,1
700,23356,1.1624,-0.0522,9.7206,9.3833,-1.1394,-1.1059,0.749,1
701,23390,1.5140,-0.0591,9.6713,9.3629,-1.3112,-1.1006,0.741,1
702,23423,1.4803,-0.0589,9.6353,9.3352,-1.4164,-1.0930,0.748,1
703,23456,1.4762,-0.0587,9.6085,9.3065,-1.4801,-1.0850,0.748,1
704,23490,1.2234,-0.0585,9.5935,9.2830,-1.3995,-1.0783,0.745,1
705,23523,1.1837,-0.0482,9.6084,9.2752,-1.3150,-1.0806,0.749,1
706,23556,1.1882,-0.0380,9.6452,9.2879,-1.2541,-1.0918,0.750,1
707,23590,1.1916,-0.0381,9.6729,9.3119,-1.2136,-1.1034,0.750,1
708,23623,1.1942,-0.0382,9.6939,9.3395,-1.1895,-1.1139,0.750,1
709,23656,1.1927,-0.0383,9.7097,9.3659,-1.1761,-1.1226,0.750,1
710,23690,1.1906,-0.0383,9.7217,9.3887,-1.1699,-1.1292,0.750,1
711,23723,1.1847,-0.0384,9.7308,9.4067,-1.1665,-1.1339,0.750,1
712,23757,1.1856,-0.0384,9.7376,9.4199,-1.1673,-1.1369,0.750,1
713,23790,1.1862,-0.0384,9.7428,9.4289,-1.1703,-1.1387,0.750,1
714,23823,1.1726,-0.0384,9.7469,9.4346,-1.1680,-1.1397,0.750,1
715,23857,1.1449,-0.0384,9.7504,9.4381,-1.1549,-1.1401,0.749,1
716,23890,1.1417,-0.0384,9.7531,9.4399,-1.1449,-1.1402,0.750,1
717,23923,1.0892,-0.0384,9.7560,9.4410,-1.1156,-1.1402,0.749,1
718,23957,1.0895,-0.0384,9.7582,9.4416,-1.0961,-1.1401,0.750,1
719,23990,1.0926,-0.0421,9.7861,9.4536,-1.0859,-1.1416,0.750,1
720,24024,1.0491,-0.0421,9.8079,9.4708,-1.0617,-1.1449,0.749,1
721,24057,1.0261,-0.0422,9.8246,9.4893,-1.0365,-1.1490,0.749,1
722,24090,1.0133,-0.0422,9.8374,9.5065,-1.0155,-1.1531,0.750,1
723,24124,1.0037,-0.0423,9.8472,9.5212,-0.9992,-1.1568,0.750,1
724,24157,0.9752,-0.0460,9.8818,9.5446,-0.9782,-1.1614,0.749,1
725,24190,0.9920,-0.0461,9.9077,9.5703,-0.9733,-1.1670,0.750,1
726,24224,0.9655,-0.0462,9.9276,9.5946,-0.9613,-1.1728,0.749,1
727,24257,0.9696,-0.0499,9.9699,9.6273,-0.9568,-1.1795,0.750,1
728,24290,0.9727,-0.0501,10.0018,9.6612,-0.9571,-1.1871,0.750,1
729,24324,0.8432,-0.0608,9.9999,9.6822,-0.9027,-1.1871,0.747,1
730,24357,0.7161,-0.0573,10.0275,9.7044,-0.8095,-1.1907,0.747,1
731,24391,0.7500,-0.0646,10.0480,9.7260,-0.7604,-1.1919,0.749,1
732,24424,0.9856,-0.0720,10.0605,9.7438,-0.8337,-1.1905,0.744,1
733,24457,0.9865,-0.0720,10.0699,9.7569,-0.8939,-1.1899,0.747,1
734,24491,0.9438,-0.0793,10.0775,9.7669,-0.9204,-1.1871,0.747,1
735,24524,0.7853,-0.0793,10.0851,9.7744,-0.8693,-1.1857,0.747,1
736,24557,0.8749,-0.0832,10.1179,9.7913,-0.8693,-1.1867,0.747,1
737,24591,0.8407,-0.0834,10.1431,9.8118,-0.8552,-1.1902,0.748,1
738,24624,0.8423,-0.0835,10.1621,9.8323,-0.8462,-1.1948,0.748,1
739,24657,0.6904,-0.0836,10.1780,9.8511,-0.7752,-1.1997,0.747,1
740,24691,0.6695,-0.0768,10.2476,9.8900,-0.7162,-1.2133,0.749,1
741,24724,0.6361,-0.0772,10.3008,9.9374,-0.6627,-1.2286,0.749,1
742,24758,0.3996,-0.0814,10.3721,9.9978,-0.5296,-1.2449,0.745,1
743,24791,0.4017,-0.0818,10.4263,10.0596,-0.4384,-1.2613,0.750,1
744,24824,0.2837,-0.0821,10.4679,10.1161,-0.3320,-1.2761,0.749,1
745,24858,0.3557,-0.0824,10.4989,10.1633,-0.2947,-1.2884,0.748,1
746,24891,0.3237,-0.0866,10.5530,10.2130,-0.2662,-1.2997,0.749,1
747,24924,0.4396,-0.1014,10.5320,10.2352,-0.3051,-1.2977,0.747,1
748,24958,0.4389,-0.1013,10.5163,10.2375,-0.3426,-1.2926,0.750,1
749,24991,0.2638,-0.0867,10.5663,10.2519,-0.3014,-1.2990,0.746,1
750,25025,0.1289,-0.0910,10.6355,10.2861,-0.2177,-1.3086,0.747,1
751,25058,0.0953,-0.0915,10.6881,10.3282,-0.1452,-1.3204,0.750,1
752,25091,0.0691,-0.0959,10.7595,10.3837,-0.0863,-1.3339,0.750,1
753,25125,0.0694,-0.0964,10.8137,10.4416,-0.0498,-1.3483,0.750,1
754,25158,0.0464,-0.0967,10.8548,10.4951,-0.0208,-1.3618,0.750,1
755,25191,0.0271,-0.1083,10.8533,10.5290,0.0014,-1.3655,0.750,1
756,25225,0.0893,-0.0970,10.8846,10.5584,-0.0137,-1.3743,0.749,1
757,25258,0.0739,-0.0972,10.9082,10.5831,-0.0243,-1.3818,0.750,1
758,25291,0.0740,-0.0974,10.9260,10.6025,-0.0358,-1.3878,0.750,1
759,25325,0.0548,-0.1017,10.9723,10.6303,-0.0386,-1.3942,0.750,1
760,25358,0.0510,-0.1020,11.0073,10.6599,-0.0405,-1.4012,0.750,1
761,25392,0.0431,-0.1059,11.0004,10.6751,-0.0395,-1.4031,0.750,1
762,25425,0.0197,-0.1101,11.0284,10.6933,-0.0298,-1.4047,0.749,1
763,25458,0.0197,-0.1103,11.0496,10.7112,-0.0230,-1.4070,0.750,1
764,25492,0.0079,-0.1105,11.0655,10.7271,-0.0138,-1.4097,0.750,1
765,25525,-0.0039,-0.1106,11.0775,10.7403,-0.0030,-1.4122,0.750,1
766,25558,-0.0079,-0.1070,11.1203,10.7633,0.0058,-1.4194,0.750,1
767,25592,-0.0079,-0.1110,11.1187,10.7773,0.0113,-1.4225,0.750,1
768,25625,-0.0079,-0.1110,11.1174,10.7843,0.0142,-1.4240,0.750,1
769,25658,-0.0199,-0.1073,11.1505,10.7993,0.0201,-1.4294,0.750,1
770,25692,-0.0200,-0.1119,11.2098,10.8314,0.0237,-1.4373,0.750,1
771,25725,-0.0963,-0.1124,11.2546,10.8705,0.0557,-1.4470,0.748,1
772,25759,-0.0926,-0.1127,11.2885,10.9100,0.0776,-1.4570,0.750,1
773,25792,-0.0928,-0.1129,11.3140,10.9460,0.0923,-1.4661,0.750,1
774,25825,-0.0889,-0.1131,11.3333,10.9762,0.0998,-1.4738,0.750,1
775,25859,-0.0890,-0.1133,11.3477,11.0000,0.1033,-1.4799,0.750,1
776,25892,-0.0810,-0.1134,11.3586,11.0177,0.1008,-1.4844,0.750,1
777,25925,-0.0770,-0.1135,11.3668,11.0298,0.0958,-1.4876,0.750,1
778,25959,-0.0770,-0.1135,11.3729,11.0375,0.0910,-1.4896,0.750,1
779,25992,-0.0244,-0.1180,11.4132,11.0558,0.0661,-1.4927,0.749,1
780,26026,-0.0653,-0.1183,11.4436,11.0783,0.0630,-1.4972,0.750,1
781,26059,-0.0572,-0.1186,11.4665,11.1013,0.0582,-1.5023,0.752,1
782,26092,-0.0491,-0.1187,11.4837,11.1223,0.0520,-1.5071,0.753,1
783,26126,-0.0492,-0.1189,11.4966,11.1401,0.0480,-1.5114,0.754,1
784,26159,-0.0412,-0.1235,11.5428,11.1683,0.0425,-1.5168,0.753,1
785,26192,-0.0330,-0.1238,11.5777,11.1999,0.0359,-1.5237,0.754,1
786,26226,-0.0248,-0.1241,11.6040,11.2306,0.0284,-1.5307,0.755,1
787,26259,-0.0166,-0.1243,11.6238,11.2578,0.0203,-1.5371,0.756,1
788,26292,-0.0166,-0.1245,11.6387,11.2802,0.0149,-1.5427,0.756,1
789,26326,-0.0083,-0.1292,11.6872,11.3120,0.0086,-1.5491,0.756,1
790,26359,0.0000,-0.1296,11.7239,11.3462,0.0015,-1.5566,0.756,1
791,26393,0.0168,-0.1299,11.7516,11.3786,-0.0094,-1.5642,0.757,1
792,26426,0.0252,-0.1301,11.7724,11.4069,-0.0201,-1.5709,0.760,1
793,26459,0.0252,-0.1303,11.7880,11.4299,-0.0271,-1.5767,0.760,1
794,26493,0.0338,-0.1351,11.8381,11.4623,-0.0346,-1.5832,0.760,1
795,26526,0.0466,-0.1355,11.8760,11.4969,-0.0440,-1.5909,0.761,1
796,26559,0.0679,-0.1358,11.9045,11.5297,-0.0582,-1.5985,0.761,1
797,26593,0.0853,-0.1322,11.9652,11.5723,-0.0744,-1.6106,0.763,1
798,26626,0.0856,-0.1328,12.0110,11.6172,-0.0856,-1.6231,0.763,1
799,26659,0.1031,-0.1245,12.0457,11.6587,-0.0991,-1.6380,0.765,1
800,26693,0.1166,-0.1295,12.1120,11.7098,-0.1130,-1.6526,0.763,1
801,26726,0.1297,-0.1426,12.1216,11.7486,-0.1269,-1.6587,0.765,1
802,26760,0.1470,-0.1427,12.1287,11.7751,-0.1423,-1.6623,0.765,1
803,26793,0.1471,-0.1428,12.1341,11.7917,-0.1524,-1.6641,0.766,1
804,26826,0.1650,-0.1476,12.1787,11.8158,-0.1650,-1.6668,0.766,1
805,26860,0.2090,-0.1393,12.2123,11.8410,-0.1892,-1.6741,0.767,1
806,26893,0.2277,-0.1357,12.2788,11.8796,-0.2130,-1.6865,0.763,1
807,26926,0.2374,-0.1451,12.3291,11.9240,-0.2328,-1.6967,0.764,1
808,26960,0.2381,-0.1455,12.3671,11.9676,-0.2460,-1.7070,0.764,1
809,26993,0.2484,-0.1419,12.4381,12.0211,-0.2575,-1.7217,0.766,1
810,27027,0.2539,-0.1425,12.4919,12.0766,-0.2661,-1.7368,0.768,1
811,27060,0.2502,-0.1430,12.5325,12.1284,-0.2693,-1.7507,0.771,1
812,27093,0.2419,-0.1433,12.5632,12.1733,-0.2667,-1.7628,0.775,1
813,27127,0.2423,-0.1436,12.5863,12.2100,-0.2632,-1.7725,0.775,1
814,27160,0.2337,-0.1438,12.6037,12.2382,-0.2561,-1.7800,0.782,1
815,27193,0.2429,-0.1440,12.6167,12.2586,-0.2531,-1.7854,0.781,1
816,27227,0.2566,-0.1441,12.6265,12.2722,-0.2554,-1.7890,0.781,1
817,27260,0.2658,-0.1442,12.6338,12.2803,-0.2603,-1.7911,0.783,1
818,27293,0.2659,-0.1442,12.6393,12.2842,-0.2639,-1.7921,0.783,1
819,27327,0.2760,-0.1493,12.6874,12.3010,-0.2699,-1.7947,0.784,1
820,27360,0.2768,-0.1497,12.7237,12.3239,-0.2746,-1.7992,0.784,1
821,27394,0.3036,-0.1541,12.7065,12.3333,-0.2875,-1.7989,0.779,1
822,27427,0.3078,-0.1539,12.6936,12.3330,-0.2985,-1.7968,0.779,1
823,27460,0.3076,-0.1538,12.6840,12.3269,-0.3062,-1.7937,0.780,1
824,27494,0.3039,-0.1497,12.7211,12.3329,-0.3099,-1.7960,0.780,1
825,27527,0.3046,-0.1500,12.7490,12.3459,-0.3120,-1.8001,0.782,1
826,27560,0.3051,-0.1503,12.7700,12.3622,-0.3130,-1.8049,0.782,1
827,27594,0.3100,-0.1505,12.7858,12.3791,-0.3148,-1.8098,0.783,1
828,27627,0.3103,-0.1506,12.7977,12.3948,-0.3156,-1.8144,0.784,1
829,27660,0.3105,-0.1507,12.8067,12.4084,-0.3158,-1.8182,0.784,1
830,27694,0.3107,-0.1508,12.8134,12.4196,-0.3156,-1.8214,0.784,1
831,27727,0.3108,-0.1508,12.8184,12.4282,-0.3151,-1.8238,0.784,1
832,27761,0.3109,-0.1509,12.8222,12.4344,-0.3145,-1.8255,0.784,1
833,27794,0.3110,-0.1509,12.8250,12.4386,-0.3138,-1.8267,0.784,1
834,27827,0.3065,-0.1509,12.8271,12.4411,-0.3116,-1.8274,0.785,1
835,27861,0.3019,-0.1510,12.8288,12.4423,-0.3081,-1.8277,0.784,1
836,27894,0.3019,-0.1510,12.8300,12.4426,-0.3054,-1.8278,0.784,1
837,27927,0.3020,-0.1510,12.8309,12.4423,-0.3034,-1.8277,0.784,1
838,27961,0.3020,-0.1510,12.8316,12.4416,-0.3020,-1.8274,0.784,1
839,27994,0.3020,-0.1510,12.8321,12.4406,-0.3011,-1.8272,0.784,1
840,28028,0.3066,-0.1510,12.8325,12.4397,-0.3023,-1.8269,0.785,1
841,28061,0.3066,-0.1510,12.8327,12.4387,-0.3034,-1.8266,0.785,1
842,28094,0.3066,-0.1510,12.8330,12.4378,-0.3043,-1.8264,0.785,1
843,28128,0.3066,-0.1510,12.8331,12.4371,-0.3051,-1.8262,0.785,1
844,28161,0.3112,-0.1510,12.8332,12.4365,-0.3074,-1.8260,0.786,1
845,28194,0.3066,-0.1510,12.8333,12.4360,-0.3075,-1.8259,0.787,1
846,28228,0.3066,-0.1510,12.8334,12.4357,-0.3075,-1.8258,0.787,1
847,28261,0.3066,-0.1510,12.8334,12.4354,-0.3074,-1.8257,0.787,1
848,28294,0.3066,-0.1510,12.8335,12.4353,-0.3073,-1.8257,0.787,1
849,28328,0.3066,-0.1510,12.8335,12.4352,-0.3072,-1.8256,0.787,1
850,28361,0.3066,-0.1510,12.8335,12.4351,-0.3070,-1.8256,0.787,1
851,28395,0.3066,-0.1510,12.8335,12.4351,-0.3069,-1.8256,0.787,1
852,28428,0.3066,-0.1510,12.8335,12.4351,-0.3068,-1.8256,0.787,1
853,28461,0.3066,-0.1510,12.8336,12.4352,-0.3068,-1.8256,0.787,1
854,28495,0.3066,-0.1510,12.8336,12.4352,-0.3067,-1.8257,0.787,1
855,28528,0.3066,-0.1510,12.8336,12.4352,-0.3066,-1.8257,0.787,1
856,28561,0.3066,-0.1510,12.8336,12.4353,-0.3066,-1.8257,0.787,1
857,28595,0.3066,-0.1510,12.8336,12.4353,-0.3066,-1.8257,0.787,1
858,28628,0.3066,-0.1510,12.8336,12.4353,-0.3066,-1.8257,0.787,1
859,28661,0.3066,-0.1510,12.8336,12.4353,-0.3066,-1.8257,0.787,1
860,28695,0.3066,-0.1510,12.8336,12.4354,-0.3066,-1.8257,0.787,1
861,28728,0.3066,-0.1510,12.8336,12.4354,-0.3066,-1.8257,0.787,1
862,28762,0.2975,-0.1510,12.8336,12.4354,-0.3033,-1.8257,0.786,1
863,28795,0.2975,-0.1510,12.8336,12.4354,-0.3007,-1.8257,0.787,1
864,28828,0.2975,-0.1510,12.8336,12.4354,-0.2988,-1.8257,0.787,1
865,28862,0.2975,-0.1510,12.8337,12.4354,-0.2975,-1.8257,0.787,1
866,28895,0.2975,-0.1510,12.8337,12.4355,-0.2966,-1.8257,0.787,1
867,28928,0.2929,-0.1510,12.8337,12.4355,-0.2945,-1.8257,0.789,1
868,28962,0.2929,-0.1510,12.8337,12.4355,-0.2930,-1.8257,0.789,1
869,28995,0.2929,-0.1510,12.8337,12.4355,-0.2921,-1.8257,0.788,1
870,29029,0.2929,-0.1510,12.8337,12.4355,-0.2915,-1.8257,0.790,1
871,29062,0.2929,-0.1510,12.8337,12.4355,-0.2913,-1.8257,0.789,1
872,29095,0.2929,-0.1510,12.8337,12.4355,-0.2912,-1.8257,0.789,1
873,29129,0.2929,-0.1510,12.8337,12.4355,-0.2913,-1.8258,0.788,1
874,29162,0.2929,-0.1510,12.8338,12.4356,-0.2915,-1.8258,0.786,1
